title;name;publishedAtDate;stars;text;;;;;;;;;;;;;
Sembilan Beach;Official Giligenting;2020-10-20T05:13:18.130Z;5;Untuk mempermudah pencarian akses;;;;;;;;;;;;;
Sembilan Beach;Mochammad Syaiful;2020-10-15T08:12:58.521Z;5;Recomended banget;;;;;;;;;;;;;
Sembilan Beach;alfi fia Sita;2020-10-14T08:14:13.025Z;5;Pantai luas;;;;;;;;;;;;;
Sembilan Beach;didot abdullah;2020-10-12T23:53:03.602Z;4;Sudah mulai kena dampak abrasi;;;;;;;;;;;;;
Sembilan Beach;YSRX;2020-10-10T09:51:25.256Z;5;Bagus dan indah;;;;;;;;;;;;;
Sembilan Beach;Dadang Firmansah;2020-10-07T14:34:00.709Z;5;Mantap buat liburan;;;;;;;;;;;;;
Sembilan Beach;Fahrul Rozy;2020-10-07T11:35:56.114Z;4;"sangat"" indah";;;;;;;;;;;;;
Sembilan Beach;heru susanto;2020-10-07T01:24:39.482Z;5;Pantai sembilan indah banget;;;;;;;;;;;;;
Sembilan Beach;Imam Yahya;2020-10-02T17:39:03.585Z;4;Balinyya madura; nyaman bersama keluarga;;;;;;;;;;;;
Sembilan Beach;Syahrul Yulianto35;2020-10-01T05:09:30.345Z;5;Pantai nya bersih sangat bagus;;;;;;;;;;;;;
Sembilan Beach;Dwi Sari;2020-09-30T10:14:00.344Z;5;Pantaiiiii terbersihhhh yang bs diakses 1 hari aja PP.  Kerrennnnnn pokoknya;;;;;;;;;;;;;
Sembilan Beach;Arin Arin;2020-09-17T02:49:26.784Z;5;"Pantai pasir putih dgn air laut biru bersih bikin hilang stress. Disini cuaca nya panas bgt klo siang lebih bagus sore sih tp prahu trakhir cm smpai jm 3 sore jd harus inap dn pnginapan dpinggir pntqi gt 500 prmalam klo prahu cm 10rb perorang tp klo udh lebih dr jm 3 gk ad lg pnumpqng harus carter bisa 300 lebih""";;;;;;;;;;;;;
Sembilan Beach;Ahmad Rifai;2020-09-12T13:06:11.162Z;5;Pasti ada perpisahan;;;;;;;;;;;;;
Sembilan Beach;Vicar Capirossi;2020-09-12T05:47:26.428Z;5;Excited banget; airnya bening... Seger pokoknya;;;;;;;;;;;;
Sembilan Beach;Rosy Asliandra;2020-09-10T17:00:25.618Z;5;Pasirnya putih;;;;;;;;;;;;;
Sembilan Beach;Hendra Nabil;2020-09-10T03:50:17.051Z;5;Pantai yg wajib dikunjungi....; ada juga wahana air seperti Banana boats;;;;;;;;;;;;
Sembilan Beach;Dicky Tama;2020-09-07T10:48:24.646Z;4;Tempat wisata yang menyajikan spot2 foto keren dan banyak pilihan penginapannya;;;;;;;;;;;;;
Sembilan Beach;faniza shona;2020-09-04T00:40:04.259Z;4;"Sayang aja tidak ada tempat penitipan barang, sehingga kalau misal ingin berenang semua harus jagain barang"" bawaannya. Harus mantau terus. Semoga di tambahkan fasilitas itu oleh pengelola""";;;;;;;;;;;;;
Sembilan Beach;Apriliana Kurniasari;2020-09-02T07:57:52.569Z;5;Recommended buat ngabisin waktu dan masih sepiii;;;;;;;;;;;;;
Sembilan Beach;Uwais Bagus;2020-08-30T15:01:19.688Z;4;Terus berinofasi;;;;;;;;;;;;;
Sembilan Beach;Bang Oke;2020-08-30T07:14:02.900Z;5;tempatnya sangat rekomended buat wisata pokok e.....makanan juga murah enak sesuai harga...;;;;;;;;;;;;;
Sembilan Beach;RADENS;2020-08-29T11:46:42.394Z;5;Mantaaappp banyak spot fotonyaaa; suasana malamnya sangat nyaman;;;;;;;;;;;;
Sembilan Beach;Ida Alifitriyah;2020-08-17T09:34:42.619Z;5;Tempat yg sangat nyaman dan hangat untuk bermalam. recomended banget untuk kalian melepas penat. view pantai sangat bagus;; fsilitas penginapan oke banget. plus; keramahan dari pak kades dan warga sekitar bikin kita nyaman. pokoknya ga nyesel honeymoon kesana hehe. dapet jamuan makan malam 1x dan sarapan 1x dari pak kades pula ??????. see you next time ; pantai 9;;;;;;;;;
Sembilan Beach;Yuni Indriani;2020-08-16T14:31:38.436Z;5;Kadesnya baik pelayanannya jg baik pantainya bersih love dehh??;;;;;;;;;;;;;
Sembilan Beach;Quen Sylvi;2020-08-16T14:14:32.841Z;1;"Pantainya bagus. Kelihatannya bening Tapi waktu renang jadi butek soale isinya lumpur bawah'e. Penginapannya puanas dapetnya yg paling pojok. Ac+km dlm 500an kykny. Tp airnya sering mati siang idup sekali trus mati lg hbis isyak hidup lg ntah mungkin karna rame ato gmn kok cpet habis airnya. Mana g ramah pula kadesnya ?? Kesini g bisa pakai mobil mobil parkir sebelum nyebrang klo motor bisa di bawa masuk soalnya naek perahu 1 perahu kyk nya masuk 10an motor «jam kiraı p. Mending bawa powerbank trus sewa tenda cuma 50/tenda ketimbang byar penginapan>400 1 kamar uk ñ 4x4 an lah. Dapet ac(yg ga dingin). Kasur 1. Colokan 3 lobang kyknya. Ak recom klo tenda klo penginapan mending skip ajaerjalanannya. Airnya waktu nyebrang bagus bgt sesuai foto lah. Cuma minus penginapanny aja. Mending bawa powerbank trus sewa tenda cuma 50/tenda ketimbang byar penginapan>400 1 kamar uk ñ 4x4 an lah. Dapet ac(yg ga dingin). Kasur 1. Colokan 3 lobang kyknya. Ak recom klo tenda klo penginapan mending skip aja. Tenda bisa sewa sampe 8 tenda ketimbang 1 kamar????. Soalnya percuma klo siang samaı panas bos klo malem mah tanpa ac jg dingin????????. Oh ya jangan lupa hatiı sama calo ini ada yg bayar 550 dapetnya cuma kamar doank tanpa km dlm ????????. Tiket masukpun klo bisa beli 1-1 aja ketimbang beli barengan biar dapet tiketnya banyak bukan 1 tiket buat 5 org ???? Oh y. Tiket perahu 10/org klo bwa motor 15rb. Tiket masuk pantainya 10/org. Jd biayanya ñ30rb pp ya (20 pp perahu+10 tiket masuk). Murah kaaaan? Murah banget asal ga nginap ??????????""";;;;;;;;;;;;;
Sembilan Beach;A.Z. A.P;2020-08-16T13:41:51.148Z;1;"Mati air terus menyebalkan? Mentang mentang sudah punya uang pak klebun nya gk sopan""";;;;;;;;;;;;;
Sembilan Beach;Putriluph Aremanita;2020-08-16T13:05:56.360Z;1;"Sumpah nyebelin bgt, datang ke vilanya wktu jm 11 siang, nyalahin ac tp acnya g nyala, bukanx di cek malah di bilang ""kalau siang itu emang panas kalau mau dingin ya nunggu sore, kalau g mau uangx saya kembalikan saja, tidur di luar"" masak iya pantes ngomong gitu, terus masuk ke pantai sembilanx ditagih bayar tiket masuk 10/org tp tiketnya cm dikasih satu aja trus di tulis 7, seharusnya kn di kasih 7 tiket, bukan 1 tiket tp di tulis angka 7, terus dah tau lgi rame kyk gini, bisaınya jm 6 malam air mati smpek jam 7, trus nyala cuma bntar cma 10 menit aja, smpek skrng jm 8 belum nyalaı, smpek mau bab pun susah, sampai harus ngambil air di pantai grı g ada air, gimana sih parah bgt";;;;;;;;;;;;;
Sembilan Beach;Disini Indomaret;2020-08-16T13:04:29.767Z;3;"Sedang rame malah air ga ada. Trs lampu wc mati. Waktu datang kano tdk bisa digunakan karna bocor. Makanan cuma ada bakso mie goreng  rujak. Tp ga ada seafood. Pantai bukan buat renang sih lebih ke Snorkling karna dipesisir pantai lumpur atau karang""";;;;;;;;;;;;;
Sembilan Beach;Amirul Syaifudin;2020-08-16T06:26:30.064Z;5;Bersih dan bagus;;;;;;;;;;;;;
Sembilan Beach;Yudhistira Marech;2020-08-09T14:16:44.641Z;5;Menyenangkan;;;;;;;;;;;;;
Sembilan Beach;Didit prasetyo;2020-08-03T12:14:02.312Z;5;Pasir pantainya sangat bagus; harga makanannya juga aman di kantong ??;;;;;;;;;;;;
Sembilan Beach;Nur Laili;2020-08-02T16:32:25.032Z;5;Sumpahh pemandangannya bagus bangett;;;;;;;;;;;;;
Sembilan Beach;rozi sabila;2020-07-13T09:13:45.714Z;5;Yang lagi butuh viramin sea mampir nyobain main kesini; ????????;;;;;;;;;;;;
Sembilan Beach;Mono Satrya;2020-07-03T02:55:15.211Z;5;Mau nginep juga ok;;;;;;;;;;;;;
Sembilan Beach;Roziqi;2020-06-28T10:09:32.158Z;5;Masih asri;;;;;;;;;;;;;
Sembilan Beach;Ilhami;2020-06-07T23:51:48.024Z;5;Sangat indah;;;;;;;;;;;;;
Sembilan Beach;Ilyas 02;2020-05-27T01:46:31.944Z;4;D sini tempat grup tak parlo;;;;;;;;;;;;;
Sembilan Beach;Lailatul Mukaromah;2020-05-26T04:04:08.383Z;5;Bagusss sekalii;;;;;;;;;;;;;
Sembilan Beach;Iroy TACA;2020-04-26T14:30:02.730Z;5;Lautnya jernih..;;;;;;;;;;;;;
Sembilan Beach;Vitria Aini;2020-03-17T16:18:41.717Z;5;Pantainya lumayan bagus untuk singgah sebelum snorkeling ke gili labak.;;;;;;;;;;;;;
Sembilan Beach;Indra Wahyu Zulianto;2020-03-08T05:16:16.070Z;4;"Pantai masih bersih dan alam. Cuma sayang masih jarang fasilitas yg ditawarkan""";;;;;;;;;;;;;
Sembilan Beach;MaiL Cikluk;2020-03-08T04:05:06.324Z;5;Jadi kangen kampung halaman;;;;;;;;;;;;;
Sembilan Beach;ES. Budi Santoso;2020-03-05T08:29:36.761Z;5;Mempesona n Klebun Desa setempat baik juga ramah. Tour Guide nya bersertifikat Kompetensi.;;;;;;;;;;;;;
Sembilan Beach;Soniya_ Foni;2020-03-05T02:52:55.258Z;5;Karena tempatnya nyaman dan menenangkan;;;;;;;;;;;;;
Sembilan Beach;Deden Yudi;2020-03-02T05:33:21.830Z;5;Pantainya indah dan sangat bersih; cuma pengelolanya kurang ramah sama masih ada beberapa sampah yg berserakan dipantainya.;;;;;;;;;;;;
Sembilan Beach;Sri Lestari;2020-02-27T04:31:46.602Z;4;Pantainya sih bagus;;;;;;;;;;;;;
Sembilan Beach;Ikrar Mujahid;2020-02-22T14:42:36.657Z;5;"Salah satu Wisata Terbaik di Pulau Giligenting yaitu Pantai Sembilan. Kejernihan lautan membuat kita bisa merefresh segala kepenatan.""";;;;;;;;;;;;;
Sembilan Beach;Sapariari Ari;2020-02-19T16:22:40.641Z;5;Pantai nya bagus banget; tiket masuk murah;;;;;;;;;;;;
Sembilan Beach;Anisah Nisrina;2020-02-08T15:18:17.874Z;5;Fasilitas memadai;; lumayan bersih pantainya;;;;;;;;;;;
Sembilan Beach;Elly Danadipa;2020-02-01T12:01:14.295Z;5;Bagus. Sayang kurang banyak pepohonan.; dengan suasana yg asri;;;;;;;;;;;;
Sembilan Beach;Pandu Izza;2020-02-01T11:54:08.093Z;5;Pantai yang bersih;; sesuai untuk liburan keluarga;;;;;;;;;;;
Sembilan Beach;Adlin Maulidia;2020-01-31T20:56:21.489Z;4;"sebelum sampai ke lokasi pantai, pengunjung harus menyebrangi lautan ?? kapal cukup besar karena selain memuat orang (nggak tau berapa maksimalnya) juga memuat sepeda motor (nggak tau juga berapa maksimal angkutnya). setelah turun ke darat dilanjut jalan kaki untuk sampai ke pantai""";;;;;;;;;;;;;
Sembilan Beach;Mas Ali;2020-01-31T17:53:21.561Z;5;Bagus dan indah; mgkn bakalan rame;;;;;;;;;;;;
Sembilan Beach;Rifqy Muchanif;2020-01-31T02:00:25.200Z;4;B aja si klo dbnding tmpt lain. Cb klo gubuknya agak murah; banyak gazebo untuk berteduh dan tersedia penginapan bagi para wisatawan yang berkunjung serta tersedia warung yang menjual makanan dan minuman yang cukup ramah dikantong;;;;;;;;;;;;
Sembilan Beach;Silviana Triagustian;2020-01-27T04:10:09.313Z;4;Pantai dengan pasir putih yang indah dengan cuaca yang cerah;; dapat ditempuh dengan kapal boat kecil dari pelabuhan tanjung saronggi;;;;;;;;;;;
Sembilan Beach;Yulia fildania92;2020-01-26T14:39:15.346Z;5;Paradise nya sumenep; sama cewek;;;;;;;;;;;;
Sembilan Beach;Febri's Salam;2020-01-24T17:05:08.198Z;5;Bawa tenda kalo kesini;;;;;;;;;;;;;
Sembilan Beach;zaini Art;2020-01-23T12:53:12.997Z;4;Pantai nya bagus sayang gak ada tempat snorkling nya.;;;;;;;;;;;;;
Sembilan Beach;Indra Susandi;2020-01-18T09:56:18.471Z;5;Kalau hopping island dari Pelabuhan Tanjung biasanya mampir dulu di Pantai Sembilan di Gili Genting dan lanjut Gili Labak. Banyak juga wisnan kesini karna jaraknya cuman 40 mnt perjalanan. Pantainya berpasir putih  dan ombak relatif tenang. Dipinggirnya bisa snorkling kalo lagi pasang. Banyak warung2 dan saung2 dan pepohonan. Rugi gak kesini kalo lagi di Simenep;;;;;;;;;;;;;
Sembilan Beach;Sahr bin Auk;2020-01-18T04:51:51.340Z;5;Pilihan yg fresh; dan biaya kapal angkut dari pelabuhan saronggi smpai kepantai hanya RP. 10.000 per orang.. dan disana tempat nya cukup nyaman apalagi untuk sesi pemotretan;;;;;;;;;;;;
Sembilan Beach;INJ PenaOficial;2020-01-16T11:39:17.440Z;4;Sangat bagus tiket  juga cukup murah hanya dengan  RP. 10.000 per orang; banana boat 130rb!max.6org ;;;;;;;;;;;;
Sembilan Beach;Ady Prasetya;2020-01-16T07:37:03.674Z;5;fasilitas yang lengkap mulai dari toilet;; persewaan kano; atv; spot foto gratis; tempat istirahat dan juga ada penginapan bagi yang ingin bermalam dengan tarif 300~600rb!malam. bagi yang mau camping juga ada tempatnya; cuma dengan menambah 10rb bisa camping sepuasnya. pemandangan yang indah; warga lokal yang ramah dan akses menuju tempat wisata yang memadai.;;;;;;
Sembilan Beach;Mery Biansari;2020-01-07T12:47:29.644Z;5;Jauh jauh kesini gak nyesel deh;;;;;;;;;;;;;
Sembilan Beach;Alief Sahara;2020-01-07T12:41:09.086Z;5;Lebih di tingkatkan lagi fasilitas dan menambah kios atau warung; pasirnya bersih..  Cocok untuk destinasi berlibur.  Penginapan jg tersedia view menghadap ke laut..  ??????;;;;;;;;;;;;
Sembilan Beach;Purwaning Tyas;2020-01-04T01:59:05.629Z;5;Pemandangan pantainya luar biasa;;;;;;;;;;;;;
Sembilan Beach;estin widayanti;2019-12-31T11:17:34.092Z;5;Asik banget pantainya....;;;;;;;;;;;;;
Sembilan Beach;Nafas Edo;2019-12-31T09:56:14.573Z;5;Pantai sembilan sumenep;;;;;;;;;;;;;
Sembilan Beach;Harmaji Ajie;2019-12-30T10:09:29.054Z;4;Bersih & indah pantainya..;;;;;;;;;;;;;
Sembilan Beach;Niarti ghazali;2019-12-29T15:51:27.145Z;5;"Orangnya ramah2. Makanan standart tidak terlalu mahal jadi tidak perlu khawatir soal makanan jajanan banyak yg jual disana ketika liburan pun buka hingga 24jam. Bagi yg mau berkunjung kesana buang sampah plastik di tmpt sampah yaa pedulilah lingkungan sekitar"""; Sumenep;;;;;;;;;;;;
Sembilan Beach;Ahmad Mujadid;2019-12-29T05:56:44.169Z;5;Dapat ditempuh 1 jam dari Pelabuhan Tanjung; masih sepi pengunjung; Madura. Akses kendaraan  umum menuju Tanjung sangat mudah; baik menggunakan angkot maupun ojek. Harap diperhatikan dan perbanyak bertanya dengan daerah baru. Apabila cuaca cerah Pantai Sembilan di Gili Genting tidak akan mengecewakan. Penyebrangan hanya 10k sekali berangkat. Bisa menginap/camp. Lalu dilanjutkan perjalanan ke Gili Labak.;;;;;;;;;;
Sembilan Beach;Anwar D Murwanto;2019-12-28T14:18:52.561Z;5;Pantainya asik; skrang udah bersih disini cman transit buat foto dan makan trus lanjut ke gili labak; bisa buat camping dan juga terdapat banyak penginapan juga di sekeliling pesisir pantai. Penduduknya ramahı; merawat pantainya juga pagiı nyapuin sampahı di pesisir pantai yg terbawa oleh air laut maupun akibat pengunjung yg belum bisa menjaga lingkungan. Akses ke pulau ini dapat dijangkau dengan naik boat kecil dengan waktu tempuh sekitar 1 jam dari pelabuhan Tanjung; Sumenep dengan biaya 10k saja. Masih asik buat melepas penat; belum padat wisatawan. Recommended!;;;;;;;;
Sembilan Beach;yogi putra pratama;2019-12-28T01:51:35.777Z;4;Biasa aja;;;;;;;;;;;;;
Sembilan Beach;nurul dhilahfadhilah;2019-12-27T15:49:11.450Z;5;Liburan anti mainstream;;;;;;;;;;;;;
Sembilan Beach;Fajar Adi Sofian;2019-12-16T12:08:18.539Z;3;Lumayan menguras isi dompet dengan harga tiket seperti itu; indah dengan pengelolaan yang cukup baik. Ada penginapan dengan pendingin ruangan;;;;;;;;;;;;
Sembilan Beach;Dullat‰p;2019-12-14T22:55:43.837Z;4;Bagus;; cocok untuk liburan keluarga atau kantor. Masyarakat nya juga ramah.;;;;;;;;;;;
Sembilan Beach;Seputar Media;2019-12-11T04:51:10.682Z;4;Indah dan bersih;;;;;;;;;;;;;
Sembilan Beach;Teguh Pr;2019-12-09T16:18:35.659Z;4;Setelah sekian lama menjadi keinginan...akhirnya kesampaian juga ke Pantai Sembilan. Kebetulan waktu sampai di sana pas agak sepi...jadi bisa asik menikmati pantai . Pantainya sangat landai dan berpasir putih.... Setelah asik berfoto ria dan bercanda dengan teman...akhirnya haus juga.... Kelapa muda seakan melengkapi kebahagian liburan di pantai ini.  Menjadi kenangan yang indah..dan suatu saat ingin kembali ke sini lagi..;;;;;;;;;;;;;
Sembilan Beach;muhammad zainurullah;2019-12-08T06:24:53.684Z;4;Pantai cukup bagus... Hanya perlu di percantik lagi dengan tambahan sarana-sarana lain yang menarik minat pengunjung.;;;;;;;;;;;;;
Sembilan Beach;MKF?PRO GAMING;2019-12-05T10:05:07.656Z;4;Gili genting...pantai sembilan tempat wisata dengan ombak yg landai... bisa buat snorkling...atau berenang...;;;;;;;;;;;;;
Sembilan Beach;Julio Mahendra;2019-12-04T12:40:17.001Z;5;Tempat yg sangat memukau. Pantainya bersih pasirnya putih;;;;;;;;;;;;;
Sembilan Beach;Ilham Romadhan;2019-12-04T03:05:54.239Z;5;Tempatnya bagus;;;;;;;;;;;;;
Sembilan Beach;Info Tour;2019-12-02T23:32:15.754Z;3;Nyaman untuk lepas suntuk keluarga;;;;;;;;;;;;;
Sembilan Beach;Stevn Hart;2019-12-02T13:00:31.746Z;5;Pantai yang bersih & warna airnya begitu memukau....;;;;;;;;;;;;;
Sembilan Beach;Lambe Uwuh;2019-12-01T09:39:01.684Z;5;bagus sih..cuman panas nyaaa bo..; ada banana boat;;;;;;;;;;;;
Sembilan Beach;Deni Kurniawan;2019-11-26T12:43:25.806Z;4;Pantainya panjang; indahnya?;;;;;;;;;;;;
Sembilan Beach;Rika Rahmawati;2019-11-25T06:21:45.472Z;5;Masyaallahh;;;;;;;;;;;;;
Sembilan Beach;Hilmy Yuliardi;2019-11-24T04:08:21.199Z;5;Rekomended sekali; tenang tempatnya ??;;;;;;;;;;;;
Sembilan Beach;achmad ubaidillah;2019-11-22T16:58:15.627Z;5;Pantai sembilan dari laut?? bagus;;;;;;;;;;;;;
Sembilan Beach;Aku Wong;2019-11-22T05:26:08.167Z;5;Pantai 8+1 mantab lah ciptaanmu ya rob;;;;;;;;;;;;;
Sembilan Beach;isriyah hasan;2019-11-20T14:49:28.515Z;5;Indonesia punya madura dengan pantainya yg gak kalah ama yg diluar negeri; cocok untuk liburan keluarga dan teman-teman.harga makanannya pun juga relatif terjangkau oleh kantong mahasiswa.penduduknyapun juga sangat ramah. Pantai nya bersih dan jernih;;;;;;;;;;;;
Sembilan Beach;firda alfiani;2019-11-20T07:40:00.531Z;5;Pantai sembilan menjadi salah satu destinasi wisata paling hits di pulau Madura;;;;;;;;;;;;;
Sembilan Beach;singgih surya;2019-11-18T04:46:15.245Z;5;Bagus sayang saya tidak ada foto di sini;;;;;;;;;;;;;
Sembilan Beach;Farid Prasetyo;2019-11-17T07:27:41.915Z;5;Cukup murah transportasi kapal laut y/tiket y..fasilitas lengkap.makanan harga sewajar y; air jernih;;;;;;;;;;;;
Sembilan Beach;Nita Trias;2019-11-16T16:30:50.075Z;5;Pasir putih;; penduduk yg ramah ??;;;;;;;;;;;
Sembilan Beach;Dms 88;2019-11-15T03:14:57.737Z;5;Keren asli.. Pasir ya halus.. Minuman dan makanan murah2 banget.. Nyaman untuk berlibur di sana.. Ga nyesel..;;;;;;;;;;;;;
Sembilan Beach;Puspita Sari;2019-11-12T01:25:55.282Z;3;Fasilitas kurang lengkap..; gak nyesel udah jauh2 datang... Tempat ini dapat dijangkau dengan naik kapal motor dari dermaga Saronggi dengan biaya Rp10.000;;;;;;;;;;;;
Sembilan Beach;elly erawati;2019-11-11T23:25:08.211Z;5;Salah satu pantai di pulau2 kecil Kab Sumenep yang keren abiz... Sesuai banget dengan ekspektasi;;00 per orang sekali jalan; dengan waktu tempuh sekitar 30 menit saja mulai jam 07.00... Biaya masuk pantai juga murah meriah cukup Rp10.000;00 per orang... Terdapat cottage untuk kapasitas 8 orang seharga Rp300.000;00 (kipas angin) dan Rp500.000;00 (AC)... Tersedia fasilitas kamar mandi yang bersih (berbayar)... Untuk waktu berkunjung lebih baik pagi atau sore hari; karena kalau siang panas banget... Recomended lah....????;;;;;;
Sembilan Beach;JAKFAR SHODIQ (Jack'S);2019-11-11T07:54:47.980Z;5;Pantai bersih putih pasirnya dan debur ombak yg damai; damai;;;;;;;;;;;;
Sembilan Beach;Amalia Ichsani;2019-11-10T03:48:10.962Z;5;Tenang; pantai nya bersih;;;;;;;;;;;;
Sembilan Beach;Ahmad Masrifan;2019-11-06T04:14:44.799Z;4;Recommended buat acara jalan-jalan dgn keluarga;;;;;;;;;;;;;
Sembilan Beach;the skinny feet;2019-11-03T20:28:30.536Z;4;bagus pantainya akses kepulau ini juga lebih mudah daripada gili lainnya;;;;;;;;;;;;;
Sembilan Beach;Alvseld Krpaul;2019-11-02T17:13:01.729Z;4;"Akomodasi kapal 10rb. Tiket masuk pantai 10rb, menginap 20rb. Sdh ada penyewaan kamar. Dengan rate harga antara 350 - 750rb/malam. Juga diperbolehkan mendirikan tenda sendiri. Banyak toko/warung makanan."""; harganya terjamin;;;;;;;;;;;;
Sembilan Beach;Beta Abri;2019-11-02T13:31:50.365Z;5;banyak fasilitas pantai d sana;; bisa snorkling;kano;banana bot; ada juga tempat untuk nginap yang nyaman; ada warung makan; tempat nyanyi nyanyi; banyak pokoknya;;;;;
Sembilan Beach;Moh. Sholeh;2019-10-28T14:12:50.280Z;4;Pantainya indah;;;;;;;;;;;;;
Sembilan Beach;Gaming Sandy;2019-10-28T01:28:56.742Z;5;Pantai dengan air yang masih jernih dengan dasar pasirnya kelihatan; penduduk lokalnya ramah;;;;;;;;;;;;
Sembilan Beach;Global English Pare;2019-10-26T08:09:52.711Z;5;Pantainya bersih; ada pengalaman menarik ketika saya beli kopi;;;;;;;;;;;;
Sembilan Beach;Agus Tri Winarso;2019-10-25T14:25:48.665Z;5;Saya berkesan sekali dengan keramahan orang madura dengan lokal wisdomnya;; Pertama saya beli di kasih harga 5K keesokannya harinya saya beli kopi yg sama dengan mengurangi sedikit gulanya si bibinya minta harganya cuma 4K; walau cuma 1K tapi ini adalah kejujuran otentik orang madura. Salut;;;;;;;;;;
Sembilan Beach;Ach. Rozaini;2019-10-25T02:33:25.808Z;5;Indah banget;;;;;;;;;;;;;
Sembilan Beach;Laily Laduni;2019-10-24T05:24:01.881Z;5;keren buat referensi liburan keluarga;;;;;;;;;;;;;
Sembilan Beach;saddam husien;2019-10-24T04:21:30.382Z;5;Recommended banget ini pulau.. pengunjung nya ga rame. Penginapan nya asik banget bisa di isi 4 orang. Isinya kasur king size 2.; apa lagi ada penginapan nya ?;;;;;;;;;;;;
Sembilan Beach;Ria Hestika;2019-10-23T12:16:35.059Z;5;indah banget gk nyesel deh kalo kesana; nyaman juga bermalam di penginapannya;;;;;;;;;;;;
Sembilan Beach;Rodlita Aisyiyatana;2019-10-23T12:10:53.454Z;5;Indah pantainya;;;;;;;;;;;;;
Sembilan Beach;Ijal SlowMo??;2019-10-23T05:37:19.068Z;4;Cukup menyenangkan untuk istirahat; namun keindahaannya tak perlu diragukan. Kika berniat ke tempat ini;;;;;;;;;;;;
Sembilan Beach;militia arch;2019-10-19T10:14:10.486Z;5;Pantai bersih dan jauh dari kata ramai;; jgn lupa buang sampah2 anda pada tempat untuk tetap menjaga kualitas keindahaan pantai;;;;;;;;;;;
Sembilan Beach;brafotife pa;2019-10-17T07:47:09.770Z;4;Nice sand and clear water.  But not for snorkelling;;;;;;;;;;;;;
Sembilan Beach;Putra Maskun;2019-10-15T09:35:24.520Z;3;Tempat penjual pentol; airnya masih jernih dan kelihatan banget birunya. Disana juga terdapat cottage untuk bermalam. Waktu itu aku tanya sekitar 500 untuk harga 1 cottage/malam.  Selain di gili genting;;;;;;;;;;;;
Sembilan Beach;Octaveani Tiono;2019-10-07T05:52:44.303Z;5;Bersih banget pantainya;; gili labak juga punya pesona yg aduhai dan ditambah kita bisa snorkeling di gili labak. Untuk foto2 doank sih di gili genting udah okay banget dan byk spot.;;;;;;;;;;;
Sembilan Beach;Tanfirul Nur Lailli Muhammad;2019-10-07T03:00:41.198Z;4;2nd best pantai di Madura. Dan cuma butuh setengah jam untuk menyeberang;;;;;;;;;;;;;
Sembilan Beach;F Rakhma;2019-10-06T11:46:07.177Z;5;"Bagus banget.. Selama saya blm menikah dan hidup di jawa, hanya karimun jawa yg pasirnya putih dan airnya biru bening.. Tp saya pun blm pernah menginjakkan kaki disana.. Begitu saya punya suami org madura di ajak ke pantai sembilan.. Alhamdulillah kebayar semua rasanyaa.. Seneng banget airnya bersih bening pasirnya putih dan kbtulan kesana wktu sepi jd berasa pantai nyewa sendiri ????""";;;;;;;;;;;;;
Sembilan Beach;Djoko Wahjuwijono;2019-10-06T07:36:51.853Z;5;Tempatnya bagus lho.;;;;;;;;;;;;;
Sembilan Beach;Shupry;2019-10-02T15:19:35.030Z;5;Keren Banget;;;;;;;;;;;;;
Sembilan Beach;Difa Taqiyya;2019-10-02T09:13:43.283Z;5;Rapi bersih;;;;;;;;;;;;;
Sembilan Beach;latief selalu;2019-09-26T05:49:14.324Z;5;Indah sekali;;;;;;;;;;;;;
Sembilan Beach;??????? ???????? ????;2019-09-24T00:57:23.048Z;5;Fasilitas Memadai; ini bs jd pilihan; Tertata Rapi Dan Indah..;;;;;;;;;;;
Sembilan Beach;rosita kristanti;2019-09-15T00:05:29.597Z;5;Yg mau prewed;;;;;;;;;;;;;
Sembilan Beach;Fendiy 27;2019-09-14T22:32:38.951Z;5;Mantap kalee;;;;;;;;;;;;;
Sembilan Beach;AKBAR HARI RAMADHAN;2019-09-14T21:50:41.370Z;5;Bagus dan bersih....; tenang;;;;;;;;;;;;
Sembilan Beach;Andrik Aprianto;2019-09-14T13:59:51.881Z;5;Bersih;; dan penih kenyamanan??;;;;;;;;;;;
Sembilan Beach;Tamim ian;2019-09-10T17:34:23.888Z;5;Wisata gili genting;;;;;;;;;;;;;
Sembilan Beach;widiastuti Rahadi;2019-09-08T06:22:49.503Z;5;Pantainya baguuuus.. kereeeen lihat sunset jelas sekali; fasilitas lumayan lengkap;;;;;;;;;;;;
Sembilan Beach;Arif Wibowo;2019-09-08T04:25:56.827Z;5;Pantai pasir putih yang sangat bersih; karena tidak ada akses untuk mobil.;;;;;;;;;;;;
Sembilan Beach;Nanda Pratama Channel;2019-09-07T14:55:43.753Z;4;Nyaman buat liburan;;;;;;;;;;;;;
Sembilan Beach;Cong ALam;2019-09-01T10:18:20.997Z;5;keren tempatnya;;;;;;;;;;;;;
Sembilan Beach;NUR HALIMAH;2019-08-29T15:37:08.560Z;5;Kurang tempat sampah saja dan Sport Selfi kurang. Over all good;;;;;;;;;;;;;
Sembilan Beach;Mita Handayani (Mita);2019-08-29T10:34:54.640Z;5;"Bener"" memanjakan mata pemandangannya";;;;;;;;;;;;;
Sembilan Beach;Ak Mal;2019-08-22T15:46:03.926Z;5;Keren bingit;;;;;;;;;;;;;
Sembilan Beach;Laskar Pelangi;2019-08-15T10:40:54.238Z;5;Memang manteb;;;;;;;;;;;;;
